id,difficulty,uniqueness,goal words,valid words,total words, cells, hint
1634,867.5,0.0,33,205,249,54,directions: E W N S  -- At least 4 of da letters. -- 
1635,868.0,0.5555555555555556,6,43,391,24,inside -- Your words my be not longer than dis many fingers: 3. -- These words seem to end with the letters... vowels. -- 
1636,868.0,1.1696540054845674,7,12,421,36,inside -- OMG, ends with a letter from: minos -- These words are all: verbs. -- 
1637,868.5,0.6491688538932633,40,73,376,64,directions: E W N S  -- OMG,these are: verbs -- 
1638,868.5,0.0,9,40,40,8,inside+wrap -- 
1639,868.5,0.5234899328859061,13,163,665,77,inside -- At least 4 of da letters. -- These words seem to end with the letters... lisa. -- 
1640,868.5,0.5268817204301075,21,124,336,21,inside -- The first part of the word is important. Is one of : potato -- 
1641,868.5,0.7728583970901793,22,55,364,24,inside -- Exactamundo 4 -- These words are all: nouns. -- 
1642,868.5,0.24705882352941178,6,20,63,60,directions: E W N S  -- Exactamundo 4 -- 
1643,868.5,0.6304159445407279,32,54,355,24,inside -- At least 4 of da letters. -- OMG,these are: verbs -- 
1644,869.0,0.6503957783641161,8,10,72,32,directions: E W N S  -- OMG,these are: verbs -- 
1645,869.0,0.0,12,59,59,24,directions: E W N S  -- 
1646,869.0,0.0,16,57,57,60,directions: E W N S  -- 
1647,869.0,0.5682656826568265,18,76,388,80,inside -- The first part of the word is important. Is one of : minos -- 
1648,869.5,1.1845223892467986,8,15,420,24,inside -- These words seem to end with the letters... potato. -- These words are all: verbs. -- 
1649,870.0,1.072464532461368,6,34,372,84,inside+wrap -- What's in dem words. Is it: s. Yeah it is. -- Ends with a letter from wedding -- 
1650,870.0,0.5304083405734145,6,17,29,70,directions: E W N S  -- Words with at least 5 letters. -- These words are all: nouns. -- 
1651,870.0,0.545297670405522,9,31,52,42,directions: E W N S  -- These words are all: nouns. -- 
1652,870.0,0.0,14,55,55,8,inside -- 
1653,870.5,0.5475,12,26,55,42,directions: E W N S  -- OMG,these are: nouns -- 
1654,870.5,0.545297670405522,12,30,51,14,directions: E W N S  -- OMG,these are: nouns -- 
1655,870.5,0.0,17,60,60,54,directions: E W  -- 
1656,871.0,0.0,42,442,442,70,inside -- 
1657,871.0,0.8974546018935279,9,16,421,77,inside -- Maka dem all the same siza: 4 -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1658,871.5,0.0,34,225,236,64,directions: E W N S  -- Your words my be not longer than dis many fingers: 5. -- 
1659,871.5,0.545297670405522,13,26,56,18,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1660,872.0,0.0012953367875647669,8,34,54,16,directions: E W N S  -- Words with at least 3 letters. -- 
1661,872.0,1.0661881977671452,10,62,704,24,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- These words seem to start with... lisa. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1662,872.0,0.753718480689435,6,58,752,24,inside+wrap -- Maka dem all the same siza: 4 -- The first part of the word is important. Is one of : minos -- 
1663,872.0,0.49504950495049505,6,28,62,27,directions: E W N S  -- These words seem to start with... vowels. -- 
1664,872.0,0.23772609819121446,5,20,71,32,directions: E W N S  -- No more no less than the best which is 4. -- 
1665,872.0,0.7101494396014945,14,91,343,42,inside -- 4-5 many letters, so little time. -- OMG, ends with a letter from: vowels -- 
1666,872.5,0.5257995735607676,8,31,58,27,directions: E W N S  -- OMG,these are: nouns -- 
1667,872.5,0.24896836313617607,24,112,321,18,inside+wrap -- No more no less than the best which is 4. -- 
1668,872.5,0.5304083405734145,12,33,56,81,directions: N S  -- OMG,these are: nouns -- 
1669,872.5,0.0,19,59,59,18,directions: E W N S  -- 
1670,872.5,0.0,9,64,64,24,directions: E W N S  -- 
1671,873.0,0.5363636363636364,13,33,56,72,directions: N S  -- These words are all: nouns. -- 
1672,873.0,0.5384615384615384,6,28,64,36,directions: E W N S  -- Ends with a letter from mike -- 
1673,873.5,0.7836898395721925,14,52,385,27,inside -- Maka dem all the same siza: 4 -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1674,873.5,1.2137817571069112,5,9,365,60,inside+wrap -- At least 5 of da letters. -- In the beginning was one of these letters: minos -- These words are all: verbs. -- 
1675,874.0,0.0,44,428,428,84,inside+wrap -- 
1676,874.0,0.2328767123287671,7,28,65,18,directions: E W N S  -- From 4-5 letters. -- 
1677,874.0,0.6503957783641161,7,9,84,78,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1678,874.0,0.0,46,427,427,60,inside+wrap -- 
1679,874.0,0.5363636363636364,8,31,61,28,directions: E W N S  -- OMG,these are: nouns -- 
1680,874.0,0.6304159445407279,15,38,799,56,inside -- Words with at least 3 letters. -- OMG,these are: verbs -- 
1681,874.0,0.9837653871552177,8,34,370,48,inside -- 4-5 letters. -- All these words have something in common. I think e. sry typo -- These words seem to end with the letters... lisa. -- 
1682,875.0,0.2397094430992736,34,287,573,48,inside -- From 4-5 letters. -- 
1683,875.0,0.5363636363636364,12,32,58,28,directions: E W N S  -- These words are all: nouns. -- 
1684,875.0,1.4761915946843207,9,26,747,24,inside+wrap -- 4-5 many letters, so little time. -- These words seem to start with... frog. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1685,875.0,1.2734230511942708,6,15,401,12,inside+wrap -- Words need to represent with : t and r. -- These words are all: verbs. -- 
1686,875.0,0.0,46,444,444,77,inside -- 
1687,876.0,0.6491688538932633,27,50,387,21,inside+wrap -- OMG,these are: verbs -- 
1688,876.0,0.0,8,45,55,48,directions: E W  -- Your words my be not longer than dis many fingers: 4. -- 
1689,876.0,0.0,8,64,64,16,inside -- 
1690,876.0,0.6455160744500846,12,15,41,63,directions: N S  -- At least 5 of da letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1691,876.5,0.0,8,44,45,9,inside -- Your words my be not longer than dis many fingers: 5. -- 
1692,876.5,0.0,17,66,66,56,directions: E W  -- 
1693,876.5,1.0436583261432268,6,12,47,18,directions: E W N S  -- Ends with a letter from consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1694,877.0,0.6432246998284734,11,14,81,48,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1695,877.0,0.0,10,48,48,8,inside+wrap -- 
1696,877.0,0.8928422776586408,13,23,422,24,inside -- Exactamundo 4 -- OMG,these are: verbs -- 
1697,877.5,1.1404993520420579,27,72,720,42,inside -- Words with at least 5 letters. -- OMG, ends with a letter from: consonants -- These words are all: verbs. -- 
1698,877.5,0.0,8,32,59,12,inside -- Your words my be not longer than dis many fingers: 3. -- 
1699,877.5,0.9583411486663915,33,149,677,36,inside -- What's in dem words. Is it: t. Yeah it is. -- These words are all: nouns. -- 
1700,877.5,0.0,24,160,323,81,directions: E W N S  -- Your words my be not longer than dis many fingers: 3. -- 
1701,878.0,0.7705461743024239,5,10,57,54,directions: E W  -- 4-5 letters. -- These words are all: nouns. -- 
1702,878.0,1.2150216287042521,6,17,765,60,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- OMG, ends with a letter from: lisa -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1703,878.0,0.5257995735607676,38,161,661,24,inside -- Words with at least 4 letters. -- These words are all: nouns. -- 
1704,878.5,0.6304159445407279,31,57,413,84,inside -- OMG,these are: verbs -- 
1705,878.5,0.5645645645645646,7,18,84,48,directions: E W N S  -- The first part of the word is important. Is one of : frog -- 
1706,878.5,0.5259259259259259,18,113,370,32,inside -- The first part of the word is important. Is one of : minos -- 
1707,878.5,0.4413793103448276,14,139,716,27,inside+wrap -- The first part of the word is important. Is one of : wedding -- 
1708,879.0,0.5536332179930796,10,35,425,63,directions: E W N S  -- Your words my be not longer than dis many fingers: 4. -- In the beginning was one of these letters: minos -- 
1709,879.0,0.5363636363636364,6,20,36,8,inside -- Words with at least 5 letters. -- OMG,these are: nouns -- 
1710,879.5,0.0,11,70,70,32,directions: E W N S  -- 
1711,879.5,1.3816229791807002,16,29,378,84,inside -- 4-5 letters. -- Ends with a letter from consonants -- These words are all: verbs. -- 
1712,879.5,0.5394736842105263,18,101,352,72,directions: E W N S  -- Words with at least 5 letters. -- In the beginning was one of these letters: lisa -- 
1713,879.5,0.6762505022097227,21,117,325,24,inside -- 4-5 letters. -- In the beginning was one of these letters: consonants -- 
1714,879.5,0.5363636363636364,8,19,44,8,inside+wrap -- OMG,these are: nouns -- 
1715,880.0,0.0,16,70,70,63,directions: E W  -- 
1716,880.0,0.0,62,441,441,27,inside -- 
1717,880.5,0.781895709498635,9,53,403,36,inside -- Exactamundo 4 -- These words seem to end with the letters... lisa. -- 
1718,880.5,0.0,35,255,255,24,inside -- 
1719,880.5,1.4835218936869676,7,22,364,27,inside+wrap -- What's in dem words. Is it: e and i. Yeah it is. -- Ends with a letter from mike -- These words are all: nouns. -- 
1720,881.0,0.6503957783641161,25,47,402,27,inside+wrap -- These words are all: verbs. -- 
1721,881.0,1.2925513795394008,6,24,396,36,inside -- From 4-5 letters. -- The first part of the word is important. Is one of : wedding -- OMG,these are: nouns -- 
1722,881.0,0.0,16,69,69,24,directions: E W N S  -- 
1723,881.0,0.0,16,65,65,18,inside -- 
1724,881.5,0.4634920634920635,10,34,71,78,directions: E W N S  -- Ends with a letter from wedding -- 
1725,881.5,0.0,9,73,73,60,directions: E W N S  -- 
1726,881.5,0.0,39,233,243,64,directions: E W N S  -- Words with at least 5 letters. -- 
1727,881.5,0.66,18,89,400,80,inside -- Words need to represent with : e and t. -- 
1728,882.0,0.6503957783641161,23,41,404,60,inside -- Words with at least 4 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1729,882.5,0.5363636363636364,49,140,288,70,inside+wrap -- These words are all: nouns. -- 
1730,882.5,0.25190839694656486,24,165,288,12,inside+wrap -- 4-5 letters. -- 
1731,882.5,0.5475,11,32,74,48,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1732,882.5,0.24896836313617607,5,25,87,48,directions: E W N S  -- Maka dem all the same siza: 4 -- 
1733,882.5,0.8637965088346767,7,27,435,27,inside -- From 4-5 letters. -- These words seem to end with the letters... frog. -- 
1734,882.5,0.4772727272727273,5,23,89,80,directions: E W N S  -- Ends with a letter from vowels -- 
1735,882.5,0.00258732212160414,8,40,69,28,directions: E W N S  -- Your words my be not longer than dis many fingers: 3. -- 
1736,882.5,0.24705882352941178,21,116,340,24,inside+wrap -- No more no less than the best which is 4. -- 
1737,883.0,0.6503957783641161,37,101,740,27,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1738,883.0,0.0,11,46,53,12,inside -- Your words my be not longer than dis many fingers: 4. -- 
1739,883.0,0.6491688538932633,8,11,63,56,directions: E W  -- At least 4 of da letters. -- OMG,these are: verbs -- 
1740,883.5,0.6491688538932633,12,16,91,48,directions: E W N S  -- OMG,these are: verbs -- 
1741,883.5,0.5366666666666666,5,68,766,18,inside+wrap -- Words with at least 5 letters. -- These words seem to start with... mike. -- 
1742,883.5,0.5363636363636364,7,20,56,72,directions: E W  -- Words with at least 3 letters. -- These words are all: nouns. -- 
1743,884.0,0.0,45,377,490,77,inside -- At least 4 of da letters. -- 
1744,884.0,0.6432246998284734,8,10,102,80,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1745,884.5,0.0,17,72,72,32,directions: E W N S  -- 
1746,884.5,0.47681412624531544,18,94,361,48,inside -- At least 3 of da letters. -- These words seem to end with the letters... consonants. -- 
1747,884.5,0.6503957783641161,13,17,91,84,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1748,885.0,0.545297670405522,13,38,71,48,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1749,885.0,0.6491688538932633,14,19,89,27,directions: E W N S  -- These words are all: verbs. -- 
1750,885.5,0.5335570469798657,9,30,76,12,inside -- These words seem to end with the letters... wedding. -- 
1751,885.5,0.0,51,256,256,48,directions: E W N S  -- 
1752,885.5,0.7189734048653676,17,120,338,27,inside -- 4-5 many letters, so little time. -- These words seem to end with the letters... consonants. -- 
1753,885.5,0.6304159445407279,8,11,56,12,inside -- Words with at least 5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1754,885.5,0.0,57,449,449,77,inside -- 
1755,886.0,0.5475,22,37,57,8,inside -- These words are all: nouns. -- 
1756,886.5,1.1740444270127648,10,20,447,27,inside -- Ends with a letter from vowels -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1757,886.5,0.0,41,262,262,81,directions: E W N S  -- 
1758,887.0,0.0,38,260,260,42,inside -- 
1759,887.0,0.0,10,58,58,12,inside+wrap -- 
1760,887.0,0.5241379310344828,24,123,371,27,inside -- These words seem to end with the letters... minos. -- 
1761,887.0,0.49836065573770494,15,52,63,63,directions: E W  -- OMG, ends with a letter from: consonants -- 
1762,887.0,0.5143884892086331,9,37,72,12,inside -- Ends with a letter from consonants -- 
1763,887.0,0.5928571428571429,14,175,729,78,inside -- Ends with a letter from frog -- 
1764,887.0,0.0,12,77,77,48,directions: E W N S  -- 
1765,887.5,1.0732654834305573,13,40,386,84,inside -- At least 5 of da letters. -- OMG, ends with a letter from: mike -- OMG,these are: nouns -- 
1766,887.5,0.8701253876400015,5,7,75,48,directions: E W N S  -- 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1767,887.5,0.4413793103448276,5,28,94,80,directions: E W N S  -- The first part of the word is important. Is one of : wedding -- 
1768,887.5,0.5960264900662252,8,27,92,32,directions: E W N S  -- OMG, ends with a letter from: frog -- 
1769,887.5,0.6455160744500846,12,22,93,84,directions: E W N S  -- These words are all: verbs. -- 
1770,888.0,0.971787650918242,21,124,703,21,inside+wrap -- In the beginning was one of these letters: wedding -- These words are all: nouns. -- 
1771,888.0,0.5017421602787456,8,45,75,84,directions: E W N S  -- These words seem to start with... consonants. -- 
1772,888.0,0.5257995735607676,12,32,76,14,inside -- These words are all: nouns. -- 
1773,888.0,0.0,20,74,74,80,directions: E W N S  -- 
1774,888.5,0.0012953367875647669,12,47,62,18,inside -- Words with at least 3 letters. -- 
1775,888.5,0.5241379310344828,5,19,65,28,directions: E W N S  -- At least 4 of da letters. -- These words seem to end with the letters... minos. -- 
1776,889.0,1.064261112022306,14,69,799,36,inside -- OMG, ends with a letter from: mike -- OMG,these are: nouns -- 
1777,889.0,0.6455160744500846,27,49,414,42,inside+wrap -- OMG,these are: verbs -- 
1778,889.5,1.002150924912119,6,13,76,63,directions: E W  -- In the beginning was one of these letters: vowels -- OMG,these are: nouns -- 
1779,889.5,0.24896836313617607,8,32,91,28,directions: E W N S  -- Exactamundo 4 -- 
1780,890.0,0.5363636363636364,14,34,76,16,inside -- These words are all: nouns. -- 
1781,890.0,0.5156723335926766,9,56,387,70,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- In the beginning was one of these letters: wedding -- 
1782,890.5,0.0,13,60,60,14,inside+wrap -- 
1783,890.5,0.0,15,79,79,36,directions: E W N S  -- 
1784,890.5,0.0,29,246,258,72,directions: E W N S  -- Your words my be not longer than dis many fingers: 5. -- 
1785,890.5,0.6304159445407279,10,13,70,8,inside+wrap -- OMG,these are: verbs -- 
1786,891.0,0.6304159445407279,8,11,75,28,directions: E W N S  -- Your words my be not longer than dis many fingers: 5. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1787,891.0,0.00258732212160414,7,44,83,70,directions: E W N S  -- At least 3 of da letters. -- 
1788,891.0,0.0,44,461,461,32,inside -- 
1789,891.0,0.0,40,263,263,16,inside -- 
1790,891.0,0.0,46,460,460,70,inside -- 
1791,891.0,1.1521379386428618,8,10,68,16,inside -- In the beginning was one of these letters: consonants -- OMG,these are: verbs -- 
1792,891.5,0.0,17,79,79,27,directions: E W N S  -- 
1793,891.5,0.781413267408323,5,76,774,84,inside+wrap -- From 4-5 letters. -- The first part of the word is important. Is one of : mike -- 
1794,891.5,0.5645645645645646,6,22,67,24,directions: E W N S  -- Your words my be not longer than dis many fingers: 4. -- These words seem to start with... frog. -- 
1795,891.5,1.0948210278063066,24,44,419,77,inside -- These words seem to start with... consonants. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1796,891.5,1.0309484739087627,16,47,384,70,inside -- At least 4 of da letters. -- OMG, ends with a letter from: wedding -- OMG,these are: nouns -- 
1797,892.0,0.545297670405522,20,42,74,48,directions: E W N S  -- OMG,these are: nouns -- 
1798,892.0,0.6455160744500846,8,11,77,21,directions: E W N S  -- Words with at least 5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1799,892.0,0.0,12,62,62,8,inside+wrap -- 
1800,892.0,0.5384615384615384,8,34,94,48,directions: E W N S  -- These words seem to end with the letters... mike. -- 
1801,892.5,0.18518518518518517,23,182,292,9,inside+wrap -- All these words have something in common. I think i. sry typo -- 
1802,892.5,0.545297670405522,19,38,72,9,inside -- OMG,these are: nouns -- 
1803,892.5,0.545297670405522,12,31,54,14,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1804,892.5,0.24705882352941178,20,133,376,27,inside -- No more no less than the best which is 4. -- 
1805,893.0,0.0,14,78,78,9,inside -- 
1806,893.0,0.0,16,81,81,48,directions: E W N S  -- 
1807,893.0,0.545297670405522,12,29,49,9,inside -- Your words my be not longer than dis many fingers: 4. -- These words are all: nouns. -- 
1808,893.0,0.8180975274725275,9,99,782,78,inside -- 4-5 letters. -- OMG, ends with a letter from: mike -- 
1809,893.5,0.0,17,81,81,80,directions: E W N S  -- 
1810,893.5,0.0,49,245,245,12,inside+wrap -- 
1811,894.0,1.0903641381253322,9,28,463,63,directions: E W N S  -- In the beginning was one of these letters: frog -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1812,894.0,0.0,26,77,77,21,directions: E W N S  -- 
1813,894.0,1.0336872490392621,10,22,420,60,inside -- Your words my be not longer than dis many fingers: 3. -- These words seem to end with the letters... wedding. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1814,894.5,0.6491688538932633,11,14,76,60,directions: E W N S  -- At least 4 of da letters. -- OMG,these are: verbs -- 
1815,894.5,0.5304083405734145,18,34,81,12,inside -- These words are all: nouns. -- 
1816,894.5,0.7705461743024239,24,83,386,24,inside -- 4-5 letters. -- OMG,these are: nouns -- 
1817,894.5,0.00258732212160414,14,49,78,21,directions: E W N S  -- Words with at least 3 letters. -- 
1818,894.5,0.5944055944055944,17,175,709,78,inside+wrap -- In the beginning was one of these letters: mike -- 
1819,894.5,1.0483236500196687,12,17,72,24,directions: E W N S  -- In the beginning was one of these letters: potato -- OMG,these are: nouns -- 
1820,894.5,1.105639534883721,10,37,414,84,inside+wrap -- These words seem to end with the letters... mike. -- OMG,these are: nouns -- 
1821,894.5,0.7836898395721925,10,52,399,78,inside+wrap -- Maka dem all the same siza: 4 -- OMG,these are: nouns -- 
1822,895.0,1.118509870931135,12,31,811,36,inside -- Words with at least 3 letters. -- These words seem to start with... consonants. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1823,895.0,0.6118881118881119,14,138,750,42,inside+wrap -- These words seem to end with the letters... frog. -- 
1824,895.5,0.7401622718052738,11,113,739,77,inside+wrap -- Exactamundo 4 -- These words seem to start with... lisa. -- 
1825,895.5,0.0,47,248,248,84,inside+wrap -- 
1826,895.5,0.5034965034965035,6,29,108,77,directions: E W N S  -- These words seem to end with the letters... mike. -- 
1827,895.5,1.0436832061068702,10,32,421,21,inside+wrap -- No more no less than the best which is 5. -- OMG,these are: nouns -- 
1828,896.0,0.49458483754512633,30,181,325,77,inside -- OMG, ends with a letter from: wedding -- 
1829,896.0,0.6304159445407279,13,17,106,16,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1830,896.0,0.24732620320855614,25,126,385,24,inside -- No more no less than the best which is 4. -- 
1831,896.0,0.5304083405734145,27,139,338,16,inside+wrap -- These words are all: nouns. -- 
1832,896.5,1.133358585858586,14,76,775,18,inside+wrap -- In the beginning was one of these letters: minos -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1833,896.5,1.0250319964873928,15,72,778,78,inside+wrap -- Exactamundo 5 -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1834,896.5,0.5257995735607676,12,43,90,84,directions: E W N S  -- These words are all: nouns. -- 
1835,896.5,0.0012953367875647669,5,46,94,28,directions: E W N S  -- Your words my be not longer than dis many fingers: 3. -- 
1836,896.5,0.545297670405522,51,157,329,24,inside -- OMG,these are: nouns -- 
1837,897.0,0.0,42,468,468,48,inside -- 
1838,897.0,0.5304083405734145,47,288,603,36,inside -- OMG,these are: nouns -- 
1839,897.0,0.0,18,64,64,12,inside+wrap -- 
1840,897.0,0.0,36,271,271,28,inside -- 
1841,897.0,0.545297670405522,59,288,591,84,inside -- These words are all: nouns. -- 
1842,897.0,0.44565217391304346,12,34,64,54,directions: E W  -- Your words my be not longer than dis many fingers: 4. -- In the beginning was one of these letters: consonants -- 
1843,897.0,0.0,46,450,450,42,inside+wrap -- 
1844,897.5,1.0313469139556095,9,26,72,24,directions: E W N S  -- Ends with a letter from consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1845,897.5,0.0,15,82,82,14,inside -- 
1846,897.5,0.0,27,80,80,48,directions: E W N S  -- 
1847,897.5,0.5304083405734145,21,49,81,72,directions: E W  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1848,898.0,0.49324324324324326,9,63,428,27,inside -- Words with at least 3 letters. -- These words seem to end with the letters... vowels. -- 
1849,898.5,0.993900404065478,7,19,83,32,directions: E W N S  -- These words seem to end with the letters... wedding. -- These words are all: nouns. -- 
1850,898.5,0.0,14,54,81,77,directions: E W N S  -- At least 3 of da letters. -- 
1851,898.5,0.5245901639344263,5,29,115,48,directions: E W N S  -- OMG, ends with a letter from: lisa -- 
1852,898.5,0.0,9,70,70,16,inside+wrap -- 
1853,898.5,0.4772727272727273,16,137,388,77,inside -- These words seem to end with the letters... vowels. -- 
1854,898.5,0.8555239834923212,24,46,431,32,inside -- Words need to represent with : e. -- OMG,these are: verbs -- 
1855,898.5,0.5555555555555556,7,32,70,8,inside+wrap -- These words seem to end with the letters... vowels. -- 
1856,899.0,0.5017421602787456,28,235,607,60,inside+wrap -- At least 4 of da letters. -- In the beginning was one of these letters: consonants -- 
1857,899.5,0.4243421052631579,21,152,330,24,inside -- Words with at least 4 letters. -- These words seem to start with... consonants. -- 
1858,899.5,0.5376712328767124,5,26,120,77,directions: E W N S  -- Ends with a letter from frog -- 
1859,899.5,0.7760463279810477,12,76,383,70,inside+wrap -- 4-5 many letters, so little time. -- OMG, ends with a letter from: minos -- 
1860,900.0,0.0,41,403,468,21,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- 
1861,900.0,0.0,16,84,84,18,inside -- 
1862,900.0,0.23772609819121446,10,28,106,14,inside -- No more no less than the best which is 4. -- 
1863,900.0,1.144804433749361,7,9,96,24,directions: E W N S  -- Ends with a letter from consonants -- OMG,these are: verbs -- 
1864,900.5,0.24896836313617607,22,202,689,27,inside+wrap -- Exactamundo 4 -- 
1865,900.5,0.4413793103448276,16,39,90,12,inside -- These words seem to start with... wedding. -- 
1866,901.0,0.0,14,90,90,60,directions: E W N S  -- 
1867,901.0,1.2816708862307928,7,25,434,28,inside -- 4-5 many letters, so little time. -- These words seem to end with the letters... mike. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1868,901.0,0.24732620320855614,5,36,113,78,directions: E W N S  -- Maka dem all the same siza: 4 -- 
1869,901.0,1.1304083405734144,16,79,771,78,inside -- Words with at least 5 letters. -- Words need to represent with : e and r. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1870,901.0,0.0,18,88,88,36,directions: E W N S  -- 
1871,901.5,0.0,11,72,72,8,inside+wrap -- 
1872,901.5,0.0,53,267,267,24,inside -- 
1873,901.5,0.7384425905018841,10,62,443,56,directions: E W N S  -- Exactamundo 4 -- These words seem to start with... potato. -- 
1874,901.5,0.27524038461538464,8,45,94,14,inside -- 4-5 letters. -- 
1875,901.5,0.5304054054054054,14,120,381,24,inside+wrap -- These words seem to start with... vowels. -- 
1876,901.5,0.6455160744500846,18,25,112,49,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1877,902.0,0.0,20,88,88,24,directions: E W N S  -- 
1878,902.0,0.00258732212160414,12,56,88,80,directions: E W N S  -- Words with at least 3 letters. -- 
1879,902.0,0.6491688538932633,8,13,95,14,inside+wrap -- These words are all: verbs. -- 
1880,902.5,1.0313469139556095,6,18,57,56,directions: E W  -- At least 4 of da letters. -- These words seem to end with the letters... consonants. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1881,902.5,0.44014084507042256,8,45,64,12,inside+wrap -- In the beginning was one of these letters: consonants -- 
1882,902.5,0.5394736842105263,13,40,104,36,directions: E W N S  -- The first part of the word is important. Is one of : lisa -- 
1883,903.0,0.545297670405522,14,43,101,28,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1884,903.0,1.040724946695096,5,16,97,80,directions: E W N S  -- Ends with a letter from minos -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1885,903.0,0.5727554179566563,16,188,746,48,inside -- These words seem to end with the letters... frog. -- 
1886,903.0,0.0,18,90,90,24,directions: E W N S  -- 
1887,903.5,0.6432246998284734,20,28,103,8,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
1888,904.0,0.6503957783641161,13,17,94,81,directions: E W  -- At least 4 of da letters. -- These words are all: verbs. -- 
1889,904.0,1.0056935116760761,6,18,56,18,directions: E W N S  -- Your words my be not longer than dis many fingers: 4. -- In the beginning was one of these letters: consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1890,904.0,0.5475,15,32,73,36,directions: E W N S  -- Words with at least 3 letters. -- OMG,these are: nouns -- 
1891,904.0,0.9922451811061302,16,44,412,24,inside -- Your words my be not longer than dis many fingers: 3. -- These words seem to start with... consonants. -- These words are all: nouns. -- 
1892,904.5,1.0609538002980625,15,97,761,42,inside -- Words with at least 4 letters. -- Ends with a letter from lisa -- These words are all: nouns. -- 
1893,904.5,0.8772672530199628,5,8,100,9,inside -- What's in dem words. Is it: e. Yeah it is. -- OMG,these are: verbs -- 
1894,904.5,0.6504641906808281,6,11,104,80,directions: E W N S  -- At least 3 of da letters. -- OMG,these are: verbs -- 
1895,904.5,0.5053003533568905,15,144,362,42,inside+wrap -- Ends with a letter from wedding -- 
1896,905.0,0.5304083405734145,19,50,93,48,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1897,905.0,1.0507406331687483,5,10,107,60,directions: E W N S  -- OMG, ends with a letter from: potato -- These words are all: nouns. -- 
1898,905.0,0.5304083405734145,12,32,78,24,directions: E W N S  -- Your words my be not longer than dis many fingers: 4. -- These words are all: nouns. -- 
1899,905.0,0.4631578947368421,19,55,88,36,directions: E W N S  -- Ends with a letter from consonants -- 
1900,905.0,0.0,54,470,470,60,inside -- 
1901,905.5,0.24732620320855614,21,192,710,42,inside+wrap -- Maka dem all the same siza: 4 -- 
1902,905.5,0.5384615384615384,8,42,113,49,directions: E W N S  -- In the beginning was one of these letters: potato -- 
1903,905.5,0.545297670405522,55,187,321,64,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
1904,905.5,0.5363636363636364,9,37,69,16,inside -- Words with at least 4 letters. -- These words are all: nouns. -- 
1905,905.5,1.118509870931135,8,11,56,9,inside -- At least 4 of da letters. -- The first part of the word is important. Is one of : consonants -- These words are all: verbs. -- 
1906,905.5,0.0,17,93,93,80,directions: E W N S  -- 
