id, difficulty,uniqueness,rules,goal words,valid words,total words, cells, hint
221,428.5,1.1446428571428573,3,5,11,673,24,inside+wrap -- You don't need a sweater but you do need words with at least 5 letters. -- Words need to represent with : ee. -- OMG,these are: nouns -- 
222,426.0,1.2343937193864591,3,29,48,639,56,inside -- 4-5 letters. -- Ends with a letter from consonants -- OMG,these are: verbs -- 
223,426.0,1.0884105215827338,3,17,28,639,24,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- In the beginning was one of these letters: potato -- OMG,these are: verbs -- 
224,425.0,0.5962230215827338,1,67,113,582,36,inside+wrap -- These words are all: verbs. -- 
225,424.5,0.5634920634920635,2,21,84,648,36,inside -- Your words my be not longer than dis many fingers: 4. -- In the beginning was one of these letters: frog -- 
226,422.0,0.5962230215827338,1,52,84,620,32,inside+wrap -- OMG,these are: verbs -- 
227,421.5,0.5075757575757576,1,27,170,590,42,inside -- These words seem to end with the letters... vowels. -- 
228,419.0,0.42473118279569894,1,25,133,592,32,inside+wrap -- Maka dem all the same siza: 5 -- 
229,418.5,0.5,2,28,158,555,48,inside -- Your words my be not longer than dis many fingers: 5. -- OMG, ends with a letter from: potato -- 
230,417.0,0.49333333333333335,1,29,177,572,48,inside -- These words seem to start with... lisa. -- 
231,416.5,0.5196428571428572,1,84,209,484,56,inside -- OMG,these are: nouns -- 
232,414.5,0.5962230215827338,2,63,99,571,64,inside -- Your words my be not longer than dis many fingers: 5. -- OMG,these are: verbs -- 
233,413.0,1.0196428571428573,2,34,83,581,24,inside+wrap -- OMG, ends with a letter from: potato -- OMG,these are: nouns -- 
234,413.0,1.145518796230621,2,21,35,642,42,inside+wrap -- The first part of the word is important. Is one of : wedding -- These words are all: verbs. -- 
235,409.5,1.3458338939531547,3,9,25,649,56,inside -- Exactamundo 5 -- In the beginning was one of these letters: consonants -- These words are all: nouns. -- 
236,409.5,0.9976828755973324,2,64,102,557,56,inside -- These words seem to start with... consonants. -- These words are all: verbs. -- 
237,408.5,0.5196428571428572,1,91,206,432,24,inside+wrap -- OMG,these are: nouns -- 
238,408.0,0.5196428571428572,2,39,82,567,48,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- OMG,these are: nouns -- 
239,406.0,0.8573883161512027,2,12,56,616,21,inside+wrap -- Maka dem all the same siza: 4 -- The first part of the word is important. Is one of : mike -- 
240,405.5,0.5962230215827338,1,66,108,549,80,inside+wrap -- OMG,these are: verbs -- 
241,405.0,1.0636160714285714,2,12,48,622,49,inside+wrap -- Words need to represent with : t and i. -- These words seem to start with... potato. -- 
242,404.5,1.273670334784084,3,22,36,583,48,inside+wrap -- Maka dem all the same siza: 4 -- OMG, ends with a letter from: wedding -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
243,404.0,0.7949997799925197,2,38,65,577,48,inside+wrap -- From 4-5 letters. -- OMG,these are: verbs -- 
244,403.0,0.7949997799925197,2,38,63,577,16,inside+wrap -- From 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
245,401.0,0.5962230215827338,1,71,111,564,42,inside -- These words are all: verbs. -- 
246,399.5,0.5962230215827338,2,38,61,604,64,inside -- You don't need a sweater but you do need words with at least 3 letters. -- These words are all: verbs. -- 
247,399.0,0.6921100917431193,2,20,109,573,56,inside -- From 4-5 letters. -- In the beginning was one of these letters: lisa -- 
248,396.5,0.49333333333333335,1,34,131,540,80,inside+wrap -- These words seem to start with... lisa. -- 
249,396.0,0.45454545454545453,2,19,67,578,32,inside+wrap -- You don't need a sweater but you do need words with at least 5 letters. -- Words need to represent with : e and s. -- 
250,395.5,0.978688017328073,2,7,26,662,78,inside -- No more no less than the best which is 5. -- These words seem to end with the letters... frog. -- 
251,394.5,0.5634920634920635,1,21,105,607,48,inside -- In the beginning was one of these letters: frog -- 
252,394.0,0.19072164948453607,1,34,167,499,18,inside+wrap -- No more no less than the best which is 4. -- 
253,393.5,1.0129761904761905,2,23,73,563,80,inside+wrap -- In the beginning was one of these letters: lisa -- These words are all: nouns. -- 
254,392.5,0.5962230215827338,1,53,88,556,21,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
255,392.0,0.0,1,41,148,507,24,inside+wrap -- You don't need a sweater but you do need words with at least 3 letters. -- 
256,390.0,1.0884105215827338,2,15,24,613,24,inside+wrap -- These words seem to start with... potato. -- OMG,these are: verbs -- 
257,389.0,1.3442955546404072,3,5,8,629,64,inside -- 4-5 many letters, so little time. -- In the beginning was one of these letters: wedding -- OMG,these are: verbs -- 
258,389.0,0.6921100917431193,2,23,106,521,24,inside+wrap -- From 4-5 letters. -- In the beginning was one of these letters: lisa -- 
259,388.5,0.5921815034991347,2,29,131,521,42,inside -- No more no less than the best which is 4. -- In the beginning was one of these letters: consonants -- 
260,388.5,0.6855024221266001,2,18,87,544,42,inside+wrap -- 4-5 many letters, so little time. -- These words seem to end with the letters... wedding. -- 
261,387.5,1.0196428571428573,3,15,40,584,48,inside -- You don't need a sweater but you do need words with at least 4 letters. -- These words seem to end with the letters... minos. -- OMG,these are: nouns -- 
262,387.5,1.0118303571428573,3,20,47,540,32,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- These words seem to start with... potato. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
263,386.0,0.5196428571428572,2,40,90,546,56,inside -- Your words my be not longer than dis many fingers: 3. -- These words are all: nouns. -- 
264,385.0,0.5196428571428572,1,79,197,438,48,inside -- OMG,these are: nouns -- 
265,384.5,0.8654434250764526,2,5,45,591,32,inside+wrap -- From 4-5 letters. -- The first part of the word is important. Is one of : mike -- 
266,384.5,1.0735996916752313,2,23,67,551,36,inside+wrap -- These words seem to end with the letters... frog. -- These words are all: nouns. -- 
267,383.5,0.5962230215827338,1,67,112,500,36,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
268,383.5,0.9443740399385561,2,15,39,585,42,inside+wrap -- Maka dem all the same siza: 5 -- OMG,these are: nouns -- 
269,379.5,1.3581277834874956,3,7,11,605,78,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- All these words have something in common. I think r and s. sry typo -- These words are all: verbs. -- 
270,376.5,0.5196428571428572,1,77,186,402,18,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
271,375.5,1.0735996916752313,2,5,20,630,49,inside -- These words seem to end with the letters... frog. -- OMG,these are: nouns -- 
272,375.5,0.19072164948453607,1,35,152,476,21,inside+wrap -- No more no less than the best which is 4. -- 
273,370.5,1.145518796230621,2,11,18,584,32,inside+wrap -- The first part of the word is important. Is one of : wedding -- OMG,these are: verbs -- 
274,369.5,1.145518796230621,2,25,42,544,77,inside+wrap -- The first part of the word is important. Is one of : wedding -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
275,368.5,1.0962230215827338,2,12,20,577,16,inside+wrap -- OMG, ends with a letter from: minos -- OMG,these are: verbs -- 
276,368.0,1.0301323676323677,2,22,51,567,78,inside -- These words seem to end with the letters... mike. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
277,365.5,0.9933333333333334,2,7,22,574,77,inside+wrap -- What's in dem words. Is it: t and e. Yeah it is. -- These words seem to start with... lisa. -- 
278,362.5,0.5104895104895105,1,25,127,485,48,inside+wrap -- Ends with a letter from mike -- 
279,361.5,0.0,1,58,270,339,32,inside -- You don't need a sweater but you do need words with at least 5 letters. -- 
280,361.0,1.2628896882494005,2,5,8,581,28,inside+wrap -- In the beginning was one of these letters: mike -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
281,360.5,0.9976828755973324,2,44,76,473,60,inside+wrap -- The first part of the word is important. Is one of : consonants -- These words are all: verbs. -- 
282,360.5,0.5196428571428572,2,34,78,481,24,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- OMG,these are: nouns -- 
283,358.0,1.0852166276346604,2,14,62,512,28,inside+wrap -- Ends with a letter from lisa -- These words are all: nouns. -- 
284,357.5,0.4393939393939394,2,60,191,368,42,inside -- You don't need a sweater but you do need words with at least 5 letters. -- Ends with a letter from consonants -- 
285,357.5,0.5962230215827338,1,54,94,479,18,inside+wrap -- OMG,these are: verbs -- 
286,351.5,0.5104895104895105,1,27,139,449,60,inside+wrap -- OMG, ends with a letter from: mike -- 
287,351.0,0.5,1,13,84,517,36,inside+wrap -- These words seem to end with the letters... minos. -- 
288,348.5,1.3837679793324955,3,5,18,506,21,inside+wrap -- No more no less than the best which is 5. -- These words seem to end with the letters... consonants. -- OMG,these are: nouns -- 
289,348.0,0.19072164948453607,1,36,161,443,36,inside -- Maka dem all the same siza: 4 -- 
290,347.0,0.7103645066273933,2,27,68,471,48,inside+wrap -- No more no less than the best which is 4. -- These words are all: nouns. -- 
291,347.0,0.6333333333333333,2,9,45,512,12,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- Words need to represent with : s and i. -- 
292,345.5,1.1597150850747973,3,7,11,505,24,inside+wrap -- You don't need a sweater but you do need words with at least 3 letters. -- In the beginning was one of these letters: frog -- OMG,these are: verbs -- 
293,345.5,0.5196428571428572,1,66,160,377,28,inside+wrap -- OMG,these are: nouns -- 
294,344.5,0.9590367965367965,2,48,98,447,48,inside -- Ends with a letter from consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
295,344.0,1.8214596340071183,4,13,21,478,49,inside -- From 4-5 letters. -- What's in dem words. Is it: r and e. Yeah it is. -- The first part of the word is important. Is one of : consonants -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
296,342.5,1.0895563549160672,2,15,24,518,49,inside+wrap -- In the beginning was one of these letters: lisa -- OMG,these are: verbs -- 
297,342.0,0.5104895104895105,1,19,87,490,16,inside+wrap -- OMG, ends with a letter from: mike -- 
298,339.0,0.5492957746478874,2,24,80,446,77,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- These words seem to start with... wedding. -- 
299,338.5,0.5,1,21,93,507,78,inside -- What's in dem words. Is it: e and r. Yeah it is. -- 
300,338.5,0.5196428571428572,2,20,49,480,18,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
301,338.0,0.5196428571428572,1,60,155,373,32,inside+wrap -- OMG,these are: nouns -- 
302,337.5,0.5196428571428572,1,75,181,363,36,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
303,337.0,1.145518796230621,2,11,18,517,80,inside+wrap -- In the beginning was one of these letters: wedding -- OMG,these are: verbs -- 
304,334.5,1.0063685208596713,2,34,79,428,60,inside+wrap -- Ends with a letter from wedding -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
305,333.5,1.060508735868448,2,9,15,547,28,inside -- Words need to represent with : e and i. -- These words are all: verbs. -- 
306,333.0,1.1497584460213326,3,21,41,436,12,inside+wrap -- No more no less than the best which is 4. -- These words seem to end with the letters... consonants. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
307,332.5,0.9949805546135821,3,8,25,496,64,inside -- 4-5 many letters, so little time. -- Words need to represent with : r. -- Ends with a letter from mike -- 
308,332.0,0.7949997799925197,2,35,59,474,64,inside -- 4-5 letters. -- OMG,these are: verbs -- 
309,332.0,1.1037987791584913,3,14,23,459,60,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- Ends with a letter from vowels -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
310,331.5,0.0,1,53,239,283,18,inside+wrap -- You don't need a sweater but you do need words with at least 5 letters. -- 
311,331.0,0.4921875,1,32,128,446,48,inside -- The first part of the word is important. Is one of : potato -- 
312,330.5,0.5962230215827338,2,42,68,455,49,inside -- You don't need a sweater but you do need words with at least 4 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
313,328.0,0.0,1,38,135,427,48,inside -- Your words my be not longer than dis many fingers: 3. -- 
314,328.0,0.9211027111574557,2,50,120,390,78,inside -- The first part of the word is important. Is one of : consonants -- These words are all: nouns. -- 
315,327.0,0.7610221674876848,3,37,97,352,21,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- All these words have something in common. I think e. sry typo -- These words are all: nouns. -- 
316,326.0,1.0735996916752313,3,8,23,485,48,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- Ends with a letter from frog -- OMG,these are: nouns -- 
317,325.5,0.5196428571428572,1,66,169,360,60,inside -- These words are all: nouns. -- 
318,324.0,1.0689386317907446,2,21,51,480,48,inside -- These words seem to start with... wedding. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
319,324.0,0.5196428571428572,2,56,137,359,84,inside -- Your words my be not longer than dis many fingers: 5. -- OMG,these are: nouns -- 
320,323.5,0.5962230215827338,1,54,90,415,42,inside+wrap -- These words are all: verbs. -- 
321,323.0,0.5384615384615384,1,13,59,518,49,inside -- All these words have something in common. I think ee and e. sry typo -- 
322,323.0,0.9979037267080746,3,31,66,413,78,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- What's in dem words. Is it: s. Yeah it is. -- OMG,these are: nouns -- 
323,323.0,0.5196428571428572,1,60,156,342,24,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
324,322.5,0.7869446710672698,2,23,37,489,42,inside -- Maka dem all the same siza: 4 -- OMG,these are: verbs -- 
325,322.5,0.5962230215827338,1,59,100,398,48,inside+wrap -- These words are all: verbs. -- 
326,322.0,0.5104895104895105,1,32,130,426,78,inside -- Ends with a letter from mike -- 
327,321.5,0.0,1,46,193,348,28,inside -- Your words my be not longer than dis many fingers: 4. -- 
328,321.5,1.0209542043784328,2,12,21,514,42,inside -- Exactamundo 5 -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
329,321.5,0.0,1,58,167,330,21,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- 
330,321.0,1.0209542043784328,2,7,12,495,78,inside+wrap -- No more no less than the best which is 5. -- These words are all: verbs. -- 
331,321.0,0.5196428571428572,2,56,129,329,78,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
332,320.0,0.45454545454545453,1,15,94,475,64,inside -- What's in dem words. Is it: i and e. Yeah it is. -- 
333,319.5,1.7022836276433397,3,6,10,455,24,inside+wrap -- All these words have something in common. I think t and s. sry typo -- Ends with a letter from consonants -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
334,318.5,0.0,1,60,202,287,60,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
335,318.5,0.9590367965367965,3,29,66,374,21,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- Ends with a letter from consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
336,318.0,0.0,1,59,226,295,48,inside -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
337,316.5,0.5196428571428572,1,72,164,341,48,inside -- OMG,these are: nouns -- 
338,315.0,0.4393939393939394,2,29,89,416,56,inside -- You don't need a sweater but you do need words with at least 3 letters. -- Ends with a letter from consonants -- 
339,314.5,0.5196428571428572,1,68,161,344,48,inside -- These words are all: nouns. -- 
340,314.0,0.5655737704918032,1,19,132,389,42,inside+wrap -- These words seem to end with the letters... lisa. -- 
341,313.5,0.19072164948453607,1,35,129,407,70,inside -- Exactamundo 4 -- 
342,313.0,0.7092662688992964,2,16,64,450,77,inside -- 4-5 many letters, so little time. -- OMG, ends with a letter from: mike -- 
343,313.0,0.5333333333333333,2,5,29,496,49,inside -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- All these words have something in common. I think i and r. sry typo -- 
344,312.5,1.1067125320722444,2,24,38,435,80,inside+wrap -- Ends with a letter from mike -- OMG,these are: verbs -- 
345,311.0,0.0,1,41,137,388,42,inside -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
346,311.0,1.1067125320722444,2,18,29,479,77,inside -- In the beginning was one of these letters: minos -- These words are all: verbs. -- 
347,310.5,0.49333333333333335,2,9,27,489,48,inside -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- In the beginning was one of these letters: lisa -- 
348,310.0,1.0356169609766732,2,39,61,424,60,inside -- Ends with a letter from consonants -- These words are all: verbs. -- 
349,309.5,0.5655737704918032,1,14,94,455,49,inside -- OMG, ends with a letter from: lisa -- 
350,309.5,0.5539568345323741,1,12,65,454,18,inside+wrap -- Ends with a letter from frog -- 
351,308.5,0.7696428571428572,3,18,42,421,84,inside -- You don't need a sweater but you do need words with at least 5 letters. -- All these words have something in common. I think i. sry typo -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
352,308.5,0.7480725330576733,2,19,75,395,32,inside+wrap -- 4-5 letters. -- The first part of the word is important. Is one of : wedding -- 
353,308.5,0.5962230215827338,1,47,78,404,60,inside+wrap -- OMG,these are: verbs -- 
354,307.0,0.0,1,45,149,364,42,inside -- You don't need a sweater but you do need words with at least 3 letters. -- 
355,305.0,0.5962230215827338,2,48,79,387,48,inside -- Your words my be not longer than dis many fingers: 5. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
356,305.0,0.5196428571428572,2,52,116,314,84,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- OMG,these are: nouns -- 
357,303.0,0.5196428571428572,1,71,154,325,42,inside -- These words are all: nouns. -- 
358,303.0,1.3770311732940599,3,5,10,455,56,inside -- Exactamundo 4 -- All these words have something in common. I think oo. sry typo -- OMG,these are: nouns -- 
359,301.0,1.3362404457151573,3,5,9,420,42,inside+wrap -- Maka dem all the same siza: 4 -- The first part of the word is important. Is one of : wedding -- OMG,these are: verbs -- 
360,300.0,1.1583145248507076,2,6,11,487,42,inside -- These words seem to start with... vowels. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
361,299.5,0.5,1,26,115,370,12,inside+wrap -- Words need to represent with : e and r. -- 
362,299.0,0.48672566371681414,2,15,60,427,78,inside -- You don't need a sweater but you do need words with at least 3 letters. -- These words seem to end with the letters... wedding. -- 
363,298.5,0.9979037267080746,2,23,63,383,16,inside+wrap -- What's in dem words. Is it: s. Yeah it is. -- OMG,these are: nouns -- 
364,296.0,0.19877675840978593,1,40,152,312,21,inside+wrap -- 4-5 many letters, so little time. -- 
365,293.5,0.5962230215827338,2,15,23,421,24,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
366,293.0,0.7092662688992964,2,8,42,440,77,inside -- From 4-5 letters. -- Ends with a letter from mike -- 
367,292.5,0.5714285714285714,1,5,26,466,78,inside+wrap -- All these words have something in common. I think r and t. sry typo -- 
368,292.0,0.5104895104895105,1,15,97,416,32,inside -- OMG, ends with a letter from: mike -- 
369,291.5,0.5539568345323741,1,14,83,430,48,inside -- OMG, ends with a letter from: frog -- 
370,291.0,1.0910714285714285,2,12,35,439,32,inside -- What's in dem words. Is it: e and t. Yeah it is. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
371,290.0,0.5196428571428572,1,50,137,337,42,inside -- OMG,these are: nouns -- 
372,289.5,0.9443740399385561,2,9,26,416,16,inside+wrap -- Maka dem all the same siza: 5 -- These words are all: nouns. -- 
373,289.0,0.19072164948453607,1,36,142,344,78,inside -- Exactamundo 4 -- 
374,288.5,1.0196428571428573,2,19,53,409,36,inside -- These words seem to end with the letters... potato. -- OMG,these are: nouns -- 
375,288.5,0.9323069403714566,2,6,29,446,42,inside -- No more no less than the best which is 5. -- These words seem to end with the letters... vowels. -- 
376,288.0,0.5634920634920635,2,27,82,371,24,inside -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- These words seem to start with... frog. -- 
377,288.0,0.7949997799925197,2,34,56,390,32,inside -- 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
378,287.5,0.5196428571428572,2,57,119,303,32,inside -- Your words my be not longer than dis many fingers: 5. -- These words are all: nouns. -- 
379,285.0,0.5492957746478874,1,31,111,372,80,inside -- The first part of the word is important. Is one of : wedding -- 
380,284.5,1.0209542043784328,2,5,10,458,48,inside -- Maka dem all the same siza: 5 -- OMG,these are: verbs -- 
381,284.0,0.7949997799925197,2,21,34,417,48,inside -- 4-5 many letters, so little time. -- These words are all: verbs. -- 
382,284.0,1.0196428571428573,2,25,52,363,24,inside+wrap -- OMG, ends with a letter from: potato -- These words are all: nouns. -- 
383,283.5,0.5196428571428572,2,31,71,369,48,inside -- You don't need a sweater but you do need words with at least 3 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
384,280.5,1.121212121212121,2,11,52,370,24,inside+wrap -- All these words have something in common. I think s and e. sry typo -- These words seem to end with the letters... consonants. -- 
385,280.0,1.0301323676323677,2,16,35,413,32,inside -- These words seem to start with... minos. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
386,280.0,0.5104895104895105,2,19,94,319,84,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- Ends with a letter from mike -- 
387,277.0,0.4393939393939394,1,40,141,285,24,inside+wrap -- Ends with a letter from consonants -- 
388,274.0,0.5,2,23,84,345,42,inside -- Your words my be not longer than dis many fingers: 4. -- These words seem to end with the letters... potato. -- 
389,273.0,0.9443740399385561,2,13,31,406,80,inside -- Exactamundo 5 -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
390,273.0,0.5196428571428572,1,56,130,304,36,inside -- OMG,these are: nouns -- 
391,272.5,0.5196428571428572,1,65,136,288,77,inside -- These words are all: nouns. -- 
392,271.5,0.5196428571428572,1,58,127,302,70,inside -- OMG,these are: nouns -- 
393,271.0,0.7012111599740466,2,12,50,384,36,inside -- Exactamundo 4 -- These words seem to start with... minos. -- 
394,269.5,0.7949997799925197,2,26,45,372,77,inside -- 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
395,268.5,0.4921875,1,28,111,342,48,inside -- In the beginning was one of these letters: potato -- 
396,268.5,1.0962230215827338,2,11,17,381,18,inside+wrap -- Ends with a letter from minos -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
397,267.5,1.0196428571428573,2,11,35,361,80,inside+wrap -- OMG, ends with a letter from: potato -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
398,267.0,1.1067125320722444,2,5,9,424,60,inside -- In the beginning was one of these letters: minos -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
399,267.0,1.1863095238095238,2,8,28,402,49,inside -- The first part of the word is important. Is one of : mike -- These words are all: nouns. -- 
400,266.5,0.19072164948453607,1,23,114,308,60,inside+wrap -- Maka dem all the same siza: 4 -- 
401,266.0,0.5962230215827338,1,44,74,326,28,inside+wrap -- These words are all: verbs. -- 
402,265.5,0.5196428571428572,1,59,131,285,77,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
403,264.5,0.5962230215827338,1,39,64,338,60,inside+wrap -- OMG,these are: verbs -- 
404,263.5,0.5384615384615384,1,7,45,387,48,inside+wrap -- All these words have something in common. I think ee and e. sry typo -- 
405,263.0,0.0,1,46,173,219,12,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
406,261.0,0.7012111599740466,2,11,49,366,48,inside -- No more no less than the best which is 4. -- OMG, ends with a letter from: mike -- 
407,261.0,0.44015606875461355,2,26,113,255,12,inside+wrap -- 4-5 many letters, so little time. -- All these words have something in common. I think e. sry typo -- 
408,261.0,0.5655737704918032,1,5,37,392,24,inside+wrap -- Ends with a letter from lisa -- 
409,260.5,0.5075757575757576,2,23,99,303,28,inside -- You don't need a sweater but you do need words with at least 4 letters. -- Ends with a letter from vowels -- 
410,260.5,0.42473118279569894,1,11,65,389,80,inside -- No more no less than the best which is 5. -- 
411,260.0,1.2819116790447067,3,11,23,318,24,inside+wrap -- 4-5 many letters, so little time. -- These words seem to start with... frog. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
412,258.0,0.5962230215827338,1,38,59,363,49,inside -- These words are all: verbs. -- 
413,257.0,1.2945204286430274,3,7,11,328,12,inside+wrap -- Maka dem all the same siza: 4 -- OMG, ends with a letter from: vowels -- OMG,these are: verbs -- 
414,256.5,0.5789473684210527,1,16,73,336,42,inside+wrap -- All these words have something in common. I think s and r. sry typo -- 
415,254.0,0.9443740399385561,2,5,21,354,60,inside+wrap -- Exactamundo 5 -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
416,252.0,1.0196428571428573,3,6,19,343,77,inside -- Your words my be not longer than dis many fingers: 4. -- OMG, ends with a letter from: potato -- OMG,these are: nouns -- 
417,251.5,0.4393939393939394,1,48,167,232,28,inside -- OMG, ends with a letter from: consonants -- 
418,251.0,1.0196428571428573,2,19,49,306,28,inside+wrap -- Ends with a letter from minos -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
419,249.0,0.5196428571428572,2,48,102,252,32,inside -- Your words my be not longer than dis many fingers: 5. -- OMG,these are: nouns -- 
420,248.0,0.5620915032679739,1,17,86,305,48,inside+wrap -- These words seem to start with... vowels. -- 
421,247.5,0.0,1,17,86,304,16,inside+wrap -- You don't need a sweater but you do need words with at least 3 letters. -- 
422,247.0,0.19877675840978593,1,25,144,269,28,inside -- 4-5 letters. -- 
423,247.0,0.7542137129765996,2,9,39,350,36,inside -- Exactamundo 4 -- These words seem to start with... frog. -- 
424,246.5,1.0735996916752313,3,5,12,340,42,inside -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- These words seem to end with the letters... frog. -- OMG,these are: nouns -- 
425,246.0,0.5962230215827338,2,23,35,338,42,inside -- Your words my be not longer than dis many fingers: 3. -- These words are all: verbs. -- 
426,245.0,0.19877675840978593,1,30,137,267,36,inside -- 4-5 letters. -- 
427,245.0,1.0884105215827338,2,7,13,342,18,inside+wrap -- The first part of the word is important. Is one of : potato -- These words are all: verbs. -- 
428,243.5,0.5962230215827338,2,34,58,299,80,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- These words are all: verbs. -- 
429,242.5,0.5962230215827338,1,39,64,326,48,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
430,242.5,0.5962230215827338,1,36,59,302,21,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
431,239.0,0.2857142857142857,2,12,45,293,42,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- All these words have something in common. I think r. sry typo -- 
432,238.5,0.5620915032679739,1,9,76,304,78,inside+wrap -- In the beginning was one of these letters: vowels -- 
433,238.0,0.5161290322580645,1,11,72,337,84,inside -- All these words have something in common. I think i and s. sry typo -- 
434,238.0,1.0829486852995478,2,26,45,309,48,inside -- Ends with a letter from wedding -- OMG,these are: verbs -- 
435,238.0,0.9590367965367965,3,27,65,248,18,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- Ends with a letter from consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
436,237.0,0.8641251221896383,2,5,33,308,24,inside+wrap -- Exactamundo 5 -- These words seem to end with the letters... consonants. -- 
437,236.5,0.5196428571428572,1,52,118,247,48,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
438,235.5,0.48672566371681414,2,8,36,331,28,inside -- Your words my be not longer than dis many fingers: 3. -- OMG, ends with a letter from: wedding -- 
439,235.0,0.42473118279569894,1,9,56,349,36,inside -- Maka dem all the same siza: 5 -- 
440,233.5,0.49333333333333335,2,17,69,285,48,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- The first part of the word is important. Is one of : lisa -- 
441,233.0,1.0196428571428573,3,6,28,296,28,inside -- Your words my be not longer than dis many fingers: 5. -- Ends with a letter from minos -- These words are all: nouns. -- 
442,232.5,0.49333333333333335,2,29,108,232,24,inside -- You don't need a sweater but you do need words with at least 5 letters. -- The first part of the word is important. Is one of : lisa -- 
443,232.0,0.5196428571428572,1,38,102,236,18,inside+wrap -- These words are all: nouns. -- 
