id, difficulty,uniqueness,rules,goal words,valid words,total words, cells, hint
213,165.6,1.4249146956410346,3,6,13,468,42,insidezies -- All these words have something in common. I think e and t. sry typo -- OMG, ends with a letter from: vowels -- These words are all: nouns. -- 
214,165.2,0.8486761521200185,3,16,36,354,80,all-ways! -- Your words my be not longer than dis many fingers: 3. -- OMG, ends with a letter from: consonants -- OMG,these are: nouns -- 
215,164.3,0.6,1,5,40,694,56,insidezies -- What's in dem words. Is it: t and i. Yeah it is. -- 
216,164.3,0.8486761521200185,3,9,22,374,28,all-ways! -- You don't need a sweater but you do need words with at least 3 letters. -- OMG, ends with a letter from: consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
217,164.10000000000002,0.47368421052631576,1,27,161,693,48,insidezies -- Words need to represent with : s and r. -- 
218,163.9,0.5,2,19,93,568,48,insidezies -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- End of the the letters words. Specifically: minos -- 
219,163.1,0.5707531239446133,2,43,148,487,56,insidezies -- Exactamundo 4 -- The first part of the word is important. Is one of : consonants -- 
220,162.5,0.5760869565217391,2,23,95,541,64,insidezies -- You don't need a sweater but you do need words with at least 5 letters. -- In the beginning was one of these letters: frog -- 
221,162.4,1.0449484956975064,3,12,32,438,32,insidezies -- 4-5 letters. -- All these words have something in common. I think t. sry typo -- These words are all: nouns. -- 
222,161.7,1.5093561850027368,3,5,11,452,42,insidezies -- Words need to represent with : e and t. -- OMG, ends with a letter from: potato -- OMG,these are: nouns -- 
223,160.8,1.5450529637142212,3,8,27,367,42,all-ways! -- What's in dem words. Is it: r and e. Yeah it is. -- OMG, ends with a letter from: consonants -- OMG,these are: nouns -- 
224,160.5,0.7003284072249589,2,33,71,372,24,all-ways! -- No more no less than the best which is 4. -- OMG,these are: nouns -- 
225,159.5,0.823279098873592,2,5,46,496,32,all-ways! -- Exactamundo 5 -- End of the the letters words. Specifically: vowels -- 
226,158.3,0.5377358490566038,2,25,118,452,77,all-ways! -- Your words my be not longer than dis many fingers: 4. -- These words seem to end with the letters... wedding. -- 
227,157.39999999999998,0.6699484956975065,2,36,80,349,60,all-ways! -- 4-5 letters. -- These words are all: nouns. -- 
228,157.2,0.1680327868852459,1,60,263,499,24,all-ways! -- From 4-5 letters. -- 
229,156.5,0.5055388972180577,2,29,62,445,48,insidezies -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
230,155.60000000000002,0.7378441076399629,2,22,35,372,24,all-ways! -- From 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
231,155.4,0.5019157088122606,2,54,116,356,42,insidezies -- Your words my be not longer than dis many fingers: 4. -- These words are all: nouns. -- 
232,155.0,0.5454545454545454,1,6,35,557,49,all-ways! -- Words need to represent with : r and t. -- 
233,154.8,1.3186223345219261,3,6,10,411,56,insidezies -- Exactamundo 5 -- In the beginning was one of these letters: consonants -- OMG,these are: verbs -- 
234,154.7,0.6148412975235438,2,21,121,459,21,all-ways! -- 4-5 many letters, so little time. -- OMG, ends with a letter from: vowels -- 
235,154.7,0.5918367346938775,1,31,193,576,24,all-ways! -- The first part of the word is important. Is one of : vowels -- 
236,152.4,0.5019157088122606,1,70,195,432,42,insidezies -- These words are all: nouns. -- 
237,152.39999999999998,1.0396515578688643,2,18,48,391,28,all-ways! -- OMG, ends with a letter from: wedding -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
238,152.2,0.1680327868852459,1,56,285,518,80,all-ways! -- From 4-5 letters. -- 
239,151.9,0.5775862068965517,1,25,103,585,48,insidezies -- These words seem to end with the letters... frog. -- 
240,149.8,0.5019157088122606,2,54,109,241,9,all-ways! -- You don't need a sweater but you do need words with at least 5 letters. -- OMG,these are: nouns -- 
241,149.3,0.8425385934819897,2,15,26,450,77,insidezies -- What's in dem words. Is it: e and r. Yeah it is. -- These words are all: verbs. -- 
242,148.0,1.0780026653339996,2,22,58,437,42,insidezies -- These words seem to start with... frog. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
243,147.89999999999998,0.3764705882352941,1,21,97,501,78,all-ways! -- Exactamundo 5 -- 
244,147.10000000000002,0.4716981132075472,2,17,68,390,60,all-ways! -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- In the beginning was one of these letters: lisa -- 
245,146.5,0.0,1,73,339,450,21,all-ways! -- You don't need a sweater but you do need words with at least 5 letters. -- 
246,144.9,1.145898277276456,2,19,32,332,84,all-ways! -- In the beginning was one of these letters: frog -- These words are all: verbs. -- 
247,144.7,1.0173796263380337,2,21,56,424,48,insidezies -- In the beginning was one of these letters: wedding -- OMG,these are: nouns -- 
248,144.20000000000002,0.3723404255319149,1,84,360,479,48,insidezies -- In the beginning was one of these letters: consonants -- 
249,144.2,0.46938775510204084,1,24,111,560,49,insidezies -- In the beginning was one of these letters: potato -- 
250,143.7,1.0123323754789273,2,21,48,331,60,all-ways! -- OMG, ends with a letter from: mike -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
251,143.3,0.5019157088122606,1,65,164,383,48,insidezies -- OMG,these are: nouns -- 
252,142.7,0.569811320754717,2,39,62,321,42,insidezies -- You don't need a sweater but you do need words with at least 5 letters. -- OMG,these are: verbs -- 
253,142.39999999999998,0.42105263157894735,1,46,199,438,16,all-ways! -- All these words have something in common. I think t and e. sry typo -- 
254,142.2,0.0036231884057971015,1,44,155,484,42,insidezies -- Your words my be not longer than dis many fingers: 3. -- 
255,141.7,0.5036231884057971,2,11,54,462,49,insidezies -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- End of the the letters words. Specifically: minos -- 
256,141.3,1.093752443506138,3,11,30,336,24,insidezies -- You don't need a sweater but you do need words with at least 5 letters. -- The first part of the word is important. Is one of : vowels -- These words are all: nouns. -- 
257,140.70000000000002,0.7378441076399629,2,21,34,302,21,all-ways! -- 4-5 letters. -- OMG,these are: verbs -- 
258,140.4,0.8742561343441755,2,40,93,255,42,all-ways! -- The first part of the word is important. Is one of : consonants -- These words are all: nouns. -- 
259,140.3,0.7003284072249589,2,23,62,397,56,insidezies -- No more no less than the best which is 4. -- OMG,these are: nouns -- 
260,140.3,0.5734345091605141,2,21,34,300,70,all-ways! -- You don't need a sweater but you do need words with at least 3 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
261,139.8,0.569811320754717,2,36,60,321,48,insidezies -- Your words my be not longer than dis many fingers: 5. -- These words are all: verbs. -- 
262,139.8,0.6226415094339622,2,16,74,445,36,insidezies -- You don't need a sweater but you do need words with at least 5 letters. -- In the beginning was one of these letters: minos -- 
263,139.6,0.5019157088122606,1,52,131,323,21,all-ways! -- OMG,these are: nouns -- 
264,138.4,0.569811320754717,1,40,72,324,24,all-ways! -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
265,138.1,0.9129485756566778,3,15,27,295,84,insidezies -- You don't need a sweater but you do need words with at least 5 letters. -- OMG, ends with a letter from: consonants -- These words are all: verbs. -- 
266,137.6,1.0391990758567577,2,8,16,420,32,insidezies -- These words seem to start with... potato. -- These words are all: verbs. -- 
267,137.6,0.1680327868852459,1,48,258,462,70,all-ways! -- 4-5 many letters, so little time. -- 
268,137.5,0.569811320754717,1,39,64,317,32,all-ways! -- OMG,these are: verbs -- 
269,137.4,0.5019157088122606,1,58,136,364,84,insidezies -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
270,137.2,0.569811320754717,1,48,80,362,48,insidezies -- OMG,these are: verbs -- 
271,137.0,0.8783862970475547,2,6,22,354,28,all-ways! -- Maka dem all the same siza: 5 -- These words are all: nouns. -- 
272,135.9,0.0,1,79,299,404,42,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- 
273,135.6,0.0,1,66,245,340,84,all-ways! -- You don't need a sweater but you do need words with at least 4 letters. -- 
274,135.5,0.5403732124171607,2,35,114,279,18,all-ways! -- From 4-5 letters. -- These words seem to start with... consonants. -- 
275,135.2,0.0036231884057971015,1,26,112,425,32,all-ways! -- Your words my be not longer than dis many fingers: 3. -- 
276,135.1,1.0391990758567577,3,5,9,317,42,insidezies -- Your words my be not longer than dis many fingers: 5. -- The first part of the word is important. Is one of : potato -- These words are all: verbs. -- 
277,134.3,0.47619047619047616,1,35,191,530,36,insidezies -- Words need to represent with : e and t. -- 
278,134.2,0.7378441076399629,2,14,26,300,21,all-ways! -- 4-5 many letters, so little time. -- These words are all: verbs. -- 
279,134.10000000000002,0.7,1,19,128,474,32,all-ways! -- What's in dem words. Is it: r and e. Yeah it is. -- 
280,133.8,0.5918367346938775,1,32,162,515,48,insidezies -- These words seem to start with... vowels. -- 
281,132.3,0.7003284072249589,2,25,48,332,78,insidezies -- No more no less than the best which is 4. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
282,132.1,0.9462819089900111,2,5,11,324,70,all-ways! -- Exactamundo 5 -- These words are all: verbs. -- 
283,131.9,0.5154639175257731,1,23,107,420,80,all-ways! -- These words seem to start with... wedding. -- 
284,131.6,0.5019157088122606,2,52,129,261,24,insidezies -- Your words my be not longer than dis many fingers: 5. -- These words are all: nouns. -- 
285,131.5,0.5019157088122606,1,59,144,337,32,insidezies -- OMG,these are: nouns -- 
286,130.9,1.0802279874213836,3,7,12,288,48,insidezies -- Your words my be not longer than dis many fingers: 4. -- OMG, ends with a letter from: mike -- OMG,these are: verbs -- 
287,130.1,0.9736138220198077,2,9,28,309,21,all-ways! -- The first part of the word is important. Is one of : lisa -- These words are all: nouns. -- 
288,130.0,0.9749266523200986,3,12,27,271,24,insidezies -- You don't need a sweater but you do need words with at least 3 letters. -- The first part of the word is important. Is one of : potato -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
289,128.9,1.0422889212294213,3,17,35,246,28,insidezies -- From 4-5 letters. -- The first part of the word is important. Is one of : consonants -- OMG,these are: nouns -- 
290,128.5,0.9421517462866318,3,27,44,198,80,insidezies -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- In the beginning was one of these letters: consonants -- These words are all: verbs. -- 
291,127.7,1.215792324750732,3,7,14,274,48,insidezies -- Maka dem all the same siza: 4 -- In the beginning was one of these letters: wedding -- These words are all: nouns. -- 
292,127.3,1.0391990758567577,2,11,20,276,16,all-ways! -- In the beginning was one of these letters: potato -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
293,125.7,1.0802279874213836,2,9,15,274,16,all-ways! -- OMG, ends with a letter from: mike -- OMG,these are: verbs -- 
294,125.6,0.569811320754717,1,42,69,326,80,insidezies -- These words are all: verbs. -- 
295,125.2,0.4716981132075472,1,16,70,388,48,all-ways! -- The first part of the word is important. Is one of : lisa -- 
296,124.5,0.845858343337335,2,5,34,389,32,insidezies -- No more no less than the best which is 5. -- In the beginning was one of these letters: potato -- 
297,124.29999999999998,0.9129485756566778,2,9,16,268,24,all-ways! -- These words seem to end with the letters... consonants. -- OMG,these are: verbs -- 
298,124.0,0.5154639175257731,1,26,120,457,42,insidezies -- In the beginning was one of these letters: wedding -- 
299,123.39999999999999,0.5019157088122606,1,46,121,265,12,all-ways! -- OMG,these are: nouns -- 
300,123.2,0.5019157088122606,2,30,80,211,12,all-ways! -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
301,122.89999999999999,0.5656565656565656,1,13,54,457,56,insidezies -- In the beginning was one of these letters: mike -- 
302,122.7,1.1846526182782608,3,7,12,247,28,insidezies -- 4-5 many letters, so little time. -- OMG, ends with a letter from: vowels -- OMG,these are: verbs -- 
303,122.3,0.3764705882352941,1,13,83,483,49,insidezies -- No more no less than the best which is 5. -- 
304,122.1,1.1245572182462227,2,5,11,354,36,insidezies -- The first part of the word is important. Is one of : minos -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
305,121.9,0.0,1,69,273,363,77,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- 
306,121.6,0.3431372549019608,1,52,220,402,78,insidezies -- These words seem to end with the letters... consonants. -- 
307,121.19999999999999,1.0173796263380337,2,16,38,316,80,insidezies -- In the beginning was one of these letters: wedding -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
308,120.9,0.6699484956975065,2,13,43,256,16,all-ways! -- From 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
309,120.3,0.53125,1,25,118,442,42,insidezies -- These words seem to end with the letters... potato. -- 
310,120.29999999999998,0.5730337078651685,1,7,58,401,21,all-ways! -- These words seem to end with the letters... lisa. -- 
311,117.1,0.5454545454545454,2,7,31,258,24,all-ways! -- Your words my be not longer than dis many fingers: 5. -- Words need to represent with : r and t. -- 
312,115.19999999999999,0.5055388972180577,2,26,51,244,24,insidezies -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- OMG,these are: nouns -- 
313,114.89999999999999,0.5019157088122606,2,29,78,173,12,all-ways! -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- These words are all: nouns. -- 
314,114.1,0.5760869565217391,1,27,99,381,36,insidezies -- The first part of the word is important. Is one of : frog -- 
315,113.8,0.1680327868852459,1,38,170,310,32,all-ways! -- From 4-5 letters. -- 
316,113.1,0.5154639175257731,1,23,91,390,78,insidezies -- The first part of the word is important. Is one of : wedding -- 
317,112.7,0.6699484956975065,2,15,38,199,18,all-ways! -- From 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
318,111.89999999999999,0.0,1,47,163,244,70,all-ways! -- Your words my be not longer than dis many fingers: 4. -- 
319,111.7,0.569811320754717,2,15,25,181,9,all-ways! -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
320,111.4,0.5775862068965517,1,12,63,334,24,all-ways! -- These words seem to end with the letters... frog. -- 
321,111.10000000000001,0.1984126984126984,1,39,142,343,28,insidezies -- No more no less than the best which is 4. -- 
322,110.2,0.0,1,54,252,286,16,all-ways! -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
323,110.1,0.5154639175257731,1,15,61,309,84,all-ways! -- In the beginning was one of these letters: wedding -- 
324,110.1,0.5775862068965517,1,5,39,342,28,all-ways! -- End of the the letters words. Specifically: frog -- 
325,109.7,0.569811320754717,1,35,57,273,28,insidezies -- These words are all: verbs. -- 
326,109.6,0.6666666666666666,1,8,51,335,21,all-ways! -- Words need to represent with : s and i. -- 
327,109.5,0.6699484956975065,2,21,50,242,32,insidezies -- From 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
328,109.2,1.0415094339622641,2,6,11,284,48,insidezies -- The first part of the word is important. Is one of : lisa -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
329,108.9,1.0802279874213836,2,11,19,183,42,all-ways! -- OMG, ends with a letter from: mike -- These words are all: verbs. -- 
330,108.0,0.1680327868852459,1,34,148,281,21,all-ways! -- From 4-5 letters. -- 
331,107.3,0.8450529637142213,3,15,34,148,21,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- OMG, ends with a letter from: consonants -- OMG,these are: nouns -- 
332,106.19999999999999,0.1984126984126984,1,22,93,283,16,all-ways! -- Maka dem all the same siza: 4 -- 
333,105.5,0.1680327868852459,1,29,178,326,42,all-ways! -- 4-5 many letters, so little time. -- 
334,104.9,0.1680327868852459,1,39,187,357,77,insidezies -- 4-5 many letters, so little time. -- 
335,104.0,0.3125,1,40,189,269,84,all-ways! -- Words need to represent with : e. -- 
336,103.69999999999999,0.5775862068965517,1,7,58,318,18,all-ways! -- End of the the letters words. Specifically: frog -- 
337,103.5,0.5019157088122606,2,33,90,186,16,insidezies -- You don't need a sweater but you do need words with at least 5 letters. -- OMG,these are: nouns -- 
338,103.5,0.46938775510204084,2,5,30,200,9,all-ways! -- Your words my be not longer than dis many fingers: 4. -- The first part of the word is important. Is one of : potato -- 
339,102.80000000000001,0.5377358490566038,1,34,123,310,77,insidezies -- OMG, ends with a letter from: wedding -- 
340,102.80000000000001,0.3764705882352941,1,12,61,289,16,all-ways! -- No more no less than the best which is 5. -- 
341,102.8,1.1075471698113208,2,14,24,221,28,insidezies -- End of the the letters words. Specifically: wedding -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
342,102.2,0.0,1,54,209,283,48,insidezies -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
343,102.1,0.569811320754717,1,33,55,244,36,insidezies -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
344,102.1,0.5730337078651685,1,9,114,355,21,all-ways! -- OMG, ends with a letter from: lisa -- 
345,101.89999999999999,0.9129485756566778,3,11,18,127,16,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- OMG, ends with a letter from: consonants -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
346,101.6,0.569811320754717,2,12,19,141,70,all-ways! -- You don't need a sweater but you do need words with at least 4 letters. -- These words are all: verbs. -- 
347,100.2,0.3764705882352941,1,6,44,292,32,all-ways! -- Exactamundo 5 -- 
348,100.0,0.9142064372918979,2,6,16,243,42,insidezies -- No more no less than the best which is 5. -- End of the the letters words. Specifically: wedding -- 
349,99.7,0.5019157088122606,2,27,55,165,36,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- OMG,these are: nouns -- 
350,99.3,0.5055388972180577,2,13,31,136,9,all-ways! -- Your words my be not longer than dis many fingers: 3. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
351,98.5,0.569811320754717,2,17,27,186,28,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- These words are all: verbs. -- 
352,97.6,0.3431372549019608,1,46,164,259,70,insidezies -- End of the the letters words. Specifically: consonants -- 
353,97.1,0.3467604433077579,2,11,36,141,12,all-ways! -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- These words seem to end with the letters... consonants. -- 
354,96.5,1.0173796263380337,2,9,22,135,16,all-ways! -- The first part of the word is important. Is one of : wedding -- OMG,these are: nouns -- 
355,96.10000000000001,0.0,1,57,225,252,84,insidezies -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
356,95.70000000000002,0.5377358490566038,1,23,81,213,21,all-ways! -- End of the the letters words. Specifically: wedding -- 
357,95.60000000000001,0.5019157088122606,1,34,95,246,32,insidezies -- These words are all: nouns. -- 
358,95.6,0.5918367346938775,1,18,96,335,36,insidezies -- In the beginning was one of these letters: vowels -- 
359,95.3,1.0802279874213836,3,5,8,117,18,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- These words seem to end with the letters... mike. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
360,95.29999999999998,0.8742561343441755,2,17,41,104,16,all-ways! -- These words seem to start with... consonants. -- These words are all: nouns. -- 
361,95.1,0.5154639175257731,1,21,99,319,60,insidezies -- These words seem to start with... wedding. -- 
362,94.80000000000001,1.0123323754789273,2,12,29,117,9,all-ways! -- End of the the letters words. Specifically: mike -- These words are all: nouns. -- 
363,94.1,0.7378441076399629,2,9,14,195,32,insidezies -- 4-5 letters. -- OMG,these are: verbs -- 
364,94.0,0.7682240191674153,2,10,18,193,21,insidezies -- Exactamundo 4 -- These words are all: verbs. -- 
365,92.9,0.1984126984126984,1,19,106,326,48,insidezies -- No more no less than the best which is 4. -- 
366,92.69999999999999,0.7003284072249589,2,9,29,203,28,insidezies -- No more no less than the best which is 4. -- OMG,these are: nouns -- 
367,92.5,0.1984126984126984,1,27,115,289,28,insidezies -- Maka dem all the same siza: 4 -- 
368,92.1,0.5348731884057971,2,7,16,118,14,all-ways! -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- OMG, ends with a letter from: potato -- 
369,91.9,1.0749494166774292,2,7,24,205,21,insidezies -- These words seem to end with the letters... lisa. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
370,91.3,1.1245572182462227,2,11,25,181,18,insidezies -- These words seem to start with... minos. -- These words are all: nouns. -- 
371,91.1,0.5055388972180577,2,15,37,170,70,insidezies -- Your words my be not longer than dis many fingers: 3. -- These words are all: nouns. -- 
372,90.30000000000001,0.5019157088122606,1,37,99,207,24,insidezies -- OMG,these are: nouns -- 
373,90.1,0.5730337078651685,1,15,80,308,28,insidezies -- These words seem to end with the letters... lisa. -- 
374,89.9,1.0415094339622641,2,7,12,183,21,insidezies -- These words seem to start with... lisa. -- OMG,these are: verbs -- 
375,89.7,1.0396515578688643,2,5,11,112,12,all-ways! -- OMG, ends with a letter from: wedding -- OMG,these are: nouns -- 
376,89.69999999999999,0.0,1,51,252,280,24,insidezies -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
377,88.8,0.569811320754717,2,12,20,78,16,all-ways! -- You don't need a sweater but you do need words with at least 5 letters. -- OMG,these are: verbs -- 
378,88.30000000000001,0.7361485474693021,2,7,42,205,70,insidezies -- Maka dem all the same siza: 4 -- End of the the letters words. Specifically: wedding -- 
379,87.30000000000001,1.0173796263380337,2,7,20,178,84,insidezies -- In the beginning was one of these letters: wedding -- These words are all: nouns. -- 
380,84.6,0.3764705882352941,1,10,41,269,28,insidezies -- Maka dem all the same siza: 5 -- 
381,84.6,0.3764705882352941,1,12,57,274,42,insidezies -- Exactamundo 5 -- 
382,84.2,0.6699484956975065,2,12,46,161,18,insidezies -- 4-5 many letters, so little time. -- These words are all: nouns. -- 
383,84.1,0.5734345091605141,2,11,19,139,70,insidezies -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- OMG,these are: verbs -- 
384,83.7,0.5734345091605141,2,11,17,135,24,insidezies -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- These words are all: verbs. -- 
385,83.5,0.46938775510204084,2,5,24,174,24,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- These words seem to start with... potato. -- 
386,83.2,0.5019157088122606,1,24,55,119,18,all-ways! -- OMG,these are: nouns -- 
387,83.10000000000001,0.9487242194505584,2,7,22,79,9,all-ways! -- These words seem to end with the letters... vowels. -- These words are all: nouns. -- 
388,82.1,0.1680327868852459,1,31,109,209,24,insidezies -- From 4-5 letters. -- 
389,81.9,0.5055388972180577,2,5,18,80,14,all-ways! -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- OMG,these are: nouns -- 
390,81.1,0.569811320754717,1,25,42,170,60,insidezies -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
391,80.1,0.9129485756566778,2,7,11,53,12,all-ways! -- These words seem to end with the letters... consonants. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
392,79.5,0.9229683403912079,2,7,14,153,56,directions: ️↔️️↕️️ -- Words need to represent with : t and e. -- These words are all: nouns. -- 
393,79.4,0.6226415094339622,1,8,34,247,36,insidezies -- The first part of the word is important. Is one of : minos -- 
394,79.3,0.569811320754717,2,7,12,50,8,all-ways! -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
395,79.2,0.0036231884057971015,1,22,79,214,70,insidezies -- You don't need a sweater but you do need words with at least 3 letters. -- 
396,79.1,0.569811320754717,1,25,40,178,56,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
397,79.0,0.5734345091605141,2,14,23,121,48,directions: ️↔️️↕️️ -- You don't need a sweater but you do need words with at least 3 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
398,78.7,0.8450529637142213,2,15,38,129,56,directions: ️↔️️↕️️ -- These words seem to end with the letters... consonants. -- OMG,these are: nouns -- 
399,78.4,0.5154639175257731,1,24,104,224,42,insidezies -- These words seem to start with... wedding. -- 
400,78.3,1.0396515578688643,3,7,17,50,18,directions: ️↔️️↕️️ -- Your words my be not longer than dis many fingers: 4. -- These words seem to end with the letters... wedding. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
401,78.19999999999999,0.9421517462866318,2,12,19,124,49,directions: ️↔️️↕️️ -- These words seem to start with... consonants. -- These words are all: verbs. -- 
402,78.1,0.5019157088122606,1,27,70,172,24,insidezies -- OMG,these are: nouns -- 
403,78.0,1.0391990758567577,2,8,13,139,64,directions: ️↔️️↕️️ -- The first part of the word is important. Is one of : potato -- These words are all: verbs. -- 
404,77.8,0.5104166666666666,1,16,63,224,12,insidezies -- OMG, ends with a letter from: mike -- 
405,77.8,0.1984126984126984,1,18,69,219,28,insidezies -- Maka dem all the same siza: 4 -- 
406,77.7,0.0,1,27,144,164,42,all-ways! -- You don't need a sweater but you do need words with at least 5 letters. -- 
407,77.5,0.5019157088122606,1,25,76,186,32,insidezies -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
408,77.1,0.5918367346938775,1,9,46,162,12,all-ways! -- In the beginning was one of these letters: vowels -- 
409,76.7,0.3723404255319149,2,17,80,130,21,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- These words seem to start with... consonants. -- 
410,76.5,0.7682240191674153,2,5,10,125,24,insidezies -- Exactamundo 4 -- These words are all: verbs. -- 
411,76.19999999999999,0.5413590374624009,2,8,20,137,56,directions: ️↔️️↕️️ -- Your words my be not longer than dis many fingers: 3. -- OMG, ends with a letter from: wedding -- 
412,76.0,0.569811320754717,1,22,36,155,28,insidezies -- These words are all: verbs. -- 
413,76.0,1.0795019157088124,2,8,17,133,48,directions: ️↔️️↕️️ -- End of the the letters words. Specifically: frog -- These words are all: nouns. -- 
414,75.2,0.569811320754717,1,12,22,112,16,all-ways! -- These words are all: verbs. -- 
415,75.1,1.0123323754789273,2,7,15,132,64,directions: ️↔️️↕️️ -- OMG, ends with a letter from: mike -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
416,74.7,0.5019157088122606,2,19,50,99,48,directions: ️↔️️↕️️ -- You don't need a sweater but you do need words with at least 4 letters. -- OMG,these are: nouns -- 
417,74.3,0.5775862068965517,1,9,29,211,42,insidezies -- These words seem to end with the letters... frog. -- 
418,74.3,0.9129485756566778,2,9,15,117,49,directions: ️↔️️↕️️ -- These words seem to end with the letters... consonants. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
419,73.9,0.5019157088122606,1,15,41,108,9,all-ways! -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
420,73.89999999999999,0.0,1,33,135,183,24,insidezies -- Your words my be not longer than dis many fingers: 4. -- 
421,73.7,0.0036231884057971015,1,15,46,112,14,all-ways! -- You don't need a sweater but you do need words with at least 3 letters. -- 
422,73.69999999999999,0.1984126984126984,1,17,88,223,48,insidezies -- Maka dem all the same siza: 4 -- 
423,73.2,0.46938775510204084,1,20,122,238,24,insidezies -- In the beginning was one of these letters: potato -- 
424,72.7,0.569811320754717,1,11,17,100,12,all-ways! -- OMG,these are: verbs -- 
425,72.7,0.5055388972180577,2,13,28,100,21,directions: ️↔️️↕️️ -- You don't need a sweater but you do need words with at least 3 letters. -- These words are all: nouns. -- 
426,72.60000000000001,0.5019157088122606,2,12,41,98,16,insidezies -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- OMG,these are: nouns -- 
427,72.5,0.569811320754717,1,13,22,93,14,all-ways! -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
428,72.5,0.5019157088122606,1,31,65,137,56,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
429,72.5,0.0036231884057971015,1,29,88,171,64,directions: ️↔️️↕️️ -- Your words my be not longer than dis many fingers: 3. -- 
430,72.5,0.5707531239446133,2,7,32,136,64,directions: ️↔️️↕️️ -- Exactamundo 4 -- These words seem to start with... consonants. -- 
431,71.3,0.3723404255319149,1,29,150,207,21,insidezies -- These words seem to start with... consonants. -- 
432,71.10000000000001,0.569811320754717,1,19,33,164,64,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
433,70.5,0.5019157088122606,2,15,36,86,42,directions: ️↔️️↕️️ -- Your words my be not longer than dis many fingers: 4. -- OMG,these are: nouns -- 
